"Species";"Location";"Sample";"Heterozygosity_min";"Heterozygosity";"Heterozygosity_max";"Genome_Length_min";"Genome_Length";"Genome_Length_max";"Genome_Repeat_min";"Genome_Repeat";"Genome_Repeat_max";"Genome_Unique_min";"Genome_Unique";"Genome_Unique_max";"Model_Fit_min";"Model_Fit";"Model_Fit_max";"Read_error_rate_min";"Read_error_rate";"Read_error_rate_max";"color";"loc_plot"
"Lbude";"Ga";"LbudeGa3";0.230718;0.2311375;0.231557;738950760;738988111;739025462;93861035;93865779.5;93870524;645089725;645122332;645154939;98.6322;99.19245;99.7527;0.183866;0.183866;0.183866;"#0571B0";"4.Ga"
"Dlabr";"Ga";"DlabrGa2";0.376646;0.3770105;0.377375;671633320;671670726.5;671708133;88869217;88874166.5;88879116;582764103;582796560;582829017;98.4157;98.9991;99.5825;0.213185;0.213185;0.213185;"#0571B0";"4.Ga"
"Msurm";"Fa";"MsurmFa5";1.08248;1.083035;1.08359;512227048;512268304.5;512309561;68996892;69002449.5;69008007;443230156;443265855;443301554;98.6677;99.2054;99.7431;0.289835;0.289835;0.289835;"#92C5DE";"3.Fa"
"Dlabr";"Ga";"DlabrGa3";0.387893;0.388246;0.388599;671610751;671647583;671684415;88830114;88834986;88839858;582780637;582812597.5;582844558;98.6701;99.22065;99.7712;0.225149;0.225149;0.225149;"#0571B0";"4.Ga"
"Ssard";"Fa";"SsardFa6";0.832731;0.8331655;0.8336;708274154;708328599;708383044;102898102;102906011.5;102913921;605376053;605422588;605469123;98.5869;99.163;99.7391;0.248682;0.248682;0.248682;"#92C5DE";"3.Fa"
"Msurm";"Fa";"MsurmFa3";1.05478;1.05523;1.05568;512407924;512443716;512479508;67897965;67902708;67907451;444509959;444541008;444572057;98.6419;99.17845;99.715;0.287831;0.287831;0.287831;"#92C5DE";"3.Fa"
"Hgutt";"Mu";"HguttMu3";0.425123;0.4258815;0.42664;421880535;421927188.5;421973842;63403764;63410775.5;63417787;358476771;358516413;358556055;98.4905;99.0083;99.5261;0.663103;0.663103;0.663103;"#F4A582";"2.Mu"
"Peryt";"Ga";"PerytGa2";1.11981;1.120435;1.12106;727686434;727774843.5;727863253;118725757;118740181.5;118754606;608960677;609034662;609108647;98.227;98.8658;99.5046;0.236719;0.236719;0.236719;"#0571B0";"4.Ga"
"Cgale";"Ga";"CgaleGa3";0.606009;0.606993;0.607977;701819137;701892797;701966457;117773430;117785791;117798152;584045707;584107006;584168305;98.4017;99.07845;99.7552;0.331574;0.331574;0.331574;"#0571B0";"4.Ga"
"Ssard";"Ga";"SsardGa3";0.803493;0.8040295;0.804566;719287818;719354030;719420242;112161639;112171963.5;112182288;607126179;607182066;607237953;98.5917;99.10235;99.613;0.240361;0.240361;0.240361;"#0571B0";"4.Ga"
"Dlabr";"Ga";"DlabrGa4";0.37996;0.380342;0.380724;671767287;671805554;671843821;89016174;89021245;89026316;582751113;582784309;582817505;98.5043;99.0778;99.6513;0.233896;0.233896;0.233896;"#0571B0";"4.Ga"
"Lbude";"Ga";"LbudeGa4";0.234139;0.2345055;0.234872;739702014;739736908;739771802;94641670;94646134.5;94650599;645060344;645090773;645121202;98.6323;99.21155;99.7908;0.214235;0.214235;0.214235;"#0571B0";"4.Ga"
"Msurm";"Ga";"MsurmGa2";1.06658;1.066955;1.06733;508811558;508843536.5;508875515;64331802;64335845;64339888;444479756;444507691.5;444535627;98.7963;99.30525;99.8142;0.303043;0.303043;0.303043;"#0571B0";"4.Ga"
"Msurm";"Li";"MsurmLi3";1.1521;1.152905;1.15371;520914693;520993912.5;521073132;83037226;83049854.5;83062483;437877466;437944057.5;438010649;98.7297;99.1566;99.5835;0.305204;0.305204;0.305204;"#CA0020";"1.Li"
"Msurm";"Ga";"MsurmGa1";1.07401;1.074405;1.0748;509644364;509676665.5;509708967;65548250;65552404.5;65556559;444096114;444124261;444152408;98.6606;99.19955;99.7385;0.308302;0.308302;0.308302;"#0571B0";"4.Ga"
"Scant";"Ga";"ScantGa1";0.484602;0.4852445;0.485887;770085787;770159193;770232599;141837514;141851034;141864554;628248273;628308159;628368045;98.1216;98.96985;99.8181;0.169176;0.169176;0.169176;"#0571B0";"4.Ga"
"Peryt";"Li";"PerytLi3";1.1124;1.112975;1.11355;728617028;728698481.5;728779935;118114832;118128036.5;118141241;610502195;610570444.5;610638694;98.2801;98.93985;99.5996;0.215731;0.215731;0.215731;"#CA0020";"1.Li"
"Dlabr";"Li";"DlabrLi5";0.354374;0.354731;0.355088;673869940;673905578.5;673941217;90540511;90545299.5;90550088;583329429;583360279;583391129;98.67;99.23605;99.8021;0.214735;0.214735;0.214735;"#CA0020";"1.Li"
"Lbude";"Mu";"LbudeMu1";0.23982;0.2404315;0.241043;744589619;744634296;744678973;99996270;100002270;100008270;644593349;644632026;644670703;98.7566;99.31865;99.8807;0.173692;0.173692;0.173692;"#F4A582";"2.Mu"
"Lbude";"Ga";"LbudeGa6";0.226571;0.226916;0.227261;737774581;737807833;737841085;92644971;92649146.5;92653322;645129611;645158687;645187763;98.6579;99.23165;99.8054;0.201278;0.201278;0.201278;"#0571B0";"4.Ga"
"Lbude";"Mu";"LbudeMu3";0.226388;0.2266905;0.226993;737885917;737917296;737948675;92705954;92709896;92713838;645179963;645207400;645234837;98.6355;99.20945;99.7834;0.1784;0.1784;0.1784;"#F4A582";"2.Mu"
"Ssard";"Li";"SsardLi4";0.851727;0.8521605;0.852594;705350154;705406536.5;705462919;101969110;101977260.5;101985411;603381045;603429276.5;603477508;98.6944;99.23995;99.7855;0.224103;0.224103;0.224103;"#CA0020";"1.Li"
"Scabr";"Li";"ScabrLi2";1.15615;1.15714;1.15813;641647039;641751192.5;641855346;83760666;83774262;83787858;557886373;557976930.5;558067488;97.7514;98.1956;98.6398;0.216122;0.216122;0.216122;"#CA0020";"1.Li"
"Ssard";"Mu";"SsardMu2";0.864125;0.8645935;0.865062;707310238;707370184.5;707430131;106250821;106259826;106268831;601059416;601110357.5;601161299;98.7768;99.33085;99.8849;0.233851;0.233851;0.233851;"#F4A582";"2.Mu"
"Lmorm";"Ga";"LmormGa4";0.543556;0.5438955;0.544235;709765632;709806199;709846766;89192450;89197548;89202646;620573182;620608651;620644120;98.6061;99.1112;99.6163;0.239939;0.239939;0.239939;"#0571B0";"4.Ga"
"Dlabr";"Mu";"DlabrMu6";0.332534;0.3329545;0.333375;675397658;675435901;675474144;92470878;92476114;92481350;582926780;582959787;582992794;98.554;99.13995;99.7259;0.228473;0.228473;0.228473;"#F4A582";"2.Mu"
"Msurm";"Li";"MsurmLi4";1.1163;1.116725;1.11715;507437545;507479241.5;507520938;64784919;64790242.5;64795566;442652626;442688999;442725372;98.765;99.25105;99.7371;0.322312;0.322312;0.322312;"#CA0020";"1.Li"
"Dpunt";"Ga";"DpuntGa4";0.465054;0.4657475;0.466441;783681523;783749705;783817887;135747101;135758911.5;135770722;647934422;647990793.5;648047165;98.2794;99.0722;99.865;0.278083;0.278083;0.278083;"#0571B0";"4.Ga"
"Scabr";"Li";"ScabrLi1";1.27318;1.27464;1.2761;643989626;644179951.5;644370277;97774968;97803864.5;97832761;546214659;546376087.5;546537516;97.8098;98.25205;98.6943;0.209089;0.209089;0.209089;"#CA0020";"1.Li"
"Ssard";"Li";"SsardLi2";0.864902;0.865392;0.865882;705747887;705809290;705870693;104185561;104194626;104203691;601562325;601614663.5;601667002;98.675;99.2378;99.8006;0.222799;0.222799;0.222799;"#CA0020";"1.Li"
"Lbude";"Li";"LbudeLi1";0.22101;0.2213075;0.221605;734813017;734842763;734872509;89677625;89681255;89684885;645135393;645161508.5;645187624;98.7412;99.2946;99.848;0.180489;0.180489;0.180489;"#CA0020";"1.Li"
"Msurm";"Li";"MsurmLi2";1.1836;1.18418;1.18476;510980748;511038362;511095976;72007707;72015826;72023945;438973041;439022536;439072031;98.9176;99.35675;99.7959;0.308598;0.308598;0.308598;"#CA0020";"1.Li"
"Ssard";"Ga";"SsardGa6";0.883585;0.8842995;0.885014;713915754;713998282;714080810;113833782;113846941;113860100;600081972;600151341;600220710;98.7598;99.2506;99.7414;0.237795;0.237795;0.237795;"#0571B0";"4.Ga"
"Scabr";"Mu";"ScabrMu6";1.15345;1.154345;1.15524;644693567;644767174.5;644840782;84895837;84905530;84915223;559797730;559861644.5;559925559;98.2176;98.67515;99.1327;0.190559;0.190559;0.190559;"#F4A582";"2.Mu"
"Lmorm";"Ga";"LmormGa6";0.553796;0.55415;0.554504;711490343;711530861.5;711571380;91680849;91686070;91691291;619809494;619844791.5;619880089;98.724;99.23445;99.7449;0.239774;0.239774;0.239774;"#0571B0";"4.Ga"
"Peryt";"Ga";"PerytGa1";1.13812;1.13879;1.13946;729302082;729391347.5;729480613;119890550;119905224;119919898;609411533;609486123.5;609560714;98.1869;98.8715;99.5561;0.399451;0.399451;0.399451;"#0571B0";"4.Ga"
"Peryt";"Li";"PerytLi1";1.09954;1.10005;1.10056;729739625;729811061;729882497;116061241;116072602.5;116083964;613678384;613738458.5;613798533;98.4488;99.10305;99.7573;0.21474;0.21474;0.21474;"#CA0020";"1.Li"
"Msurm";"Mu";"MsurmMu5";1.13023;1.1347;1.13917;542249569;542497337.5;542745106;108762982;108812679;108862376;433486586;433684658;433882730;98.7257;99.1535;99.5813;0.347414;0.347414;0.347414;"#F4A582";"2.Mu"
"Lbude";"Fa";"LbudeFa6";0.224659;0.224973;0.225287;735299866;735330669;735361472;90177450;90181227.5;90185005;645122416;645149441.5;645176467;98.7585;99.30225;99.846;0.196533;0.196533;0.196533;"#92C5DE";"3.Fa"
"Cgale";"Ga";"CgaleGa2";0.59436;0.595282;0.596204;702861304;702931798.5;703002293;117898303;117910128;117921953;584963001;585021670.5;585080340;98.4248;99.1045;99.7842;0.308738;0.308738;0.308738;"#0571B0";"4.Ga"
"Dlabr";"Ga";"DlabrGa5";0.380429;0.3807775;0.381126;673838288;673874925;673911562;90594799;90599724.5;90604650;583243489;583275200;583306911;98.5845;99.158;99.7315;0.231683;0.231683;0.231683;"#0571B0";"4.Ga"
"Scabr";"Fa";"ScabrFa3";1.2271;1.2286;1.2301;646350474;646545244.5;646740015;95188736;95217420;95246104;551161738;551327824.5;551493911;97.7662;98.2091;98.652;0.170893;0.170893;0.170893;"#92C5DE";"3.Fa"
"Lbude";"Li";"LbudeLi2";0.223279;0.2236065;0.223934;737817732;737849931;737882130;92949074;92953130.5;92957187;644868658;644896800.5;644924943;98.6837;99.2367;99.7897;0.17135;0.17135;0.17135;"#CA0020";"1.Li"
"Ssard";"Li";"SsardLi5";0.762553;0.763012;0.763471;721151984;721206934.5;721261885;107523581;107531774;107539967;613628403;613675160.5;613721918;98.7508;99.32085;99.8909;0.181874;0.181874;0.181874;"#CA0020";"1.Li"
"Scine";"Mu";"ScineMu3";0.722428;0.722976;0.723524;606335660;606383115;606430570;98641370;98649090;98656810;507694290;507734025;507773760;98.5763;99.1939;99.8115;0.254948;0.254948;0.254948;"#F4A582";"2.Mu"
"Dpunt";"Ga";"DpuntGa2";0.486047;0.4867555;0.487464;784596847;784666984.5;784737122;137650122;137662427;137674732;646946724;647004556.5;647062389;98.3198;99.103;99.8862;0.273871;0.273871;0.273871;"#0571B0";"4.Ga"
"Lmorm";"Ga";"LmormGa5";0.558997;0.559313;0.559629;710099293;710136661;710174029;90038576;90043314;90048052;620060717;620093347;620125977;98.7022;99.2179;99.7336;0.24769;0.24769;0.24769;"#0571B0";"4.Ga"
"Scabr";"Li";"ScabrLi5";1.25769;1.25918;1.26067;640092080;640247246.5;640402413;102831650;102856577.5;102881505;537260430;537390668.5;537520907;97.891;98.34085;98.7907;0.225734;0.225734;0.225734;"#CA0020";"1.Li"
"Lbude";"Li";"LbudeLi6";0.224986;0.225393;0.2258;743452089;743487240;743522391;98952917;98957595.5;98962274;644499172;644529644.5;644560117;98.7515;99.32955;99.9076;0.24881;0.24881;0.24881;"#CA0020";"1.Li"
"Ssard";"Mu";"SsardMu3";0.867991;0.868535;0.869079;706394176;706457356;706520536;105432601;105442031;105451461;600961575;601015325;601069075;98.7226;99.28385;99.8451;0.257486;0.257486;0.257486;"#F4A582";"2.Mu"
"Peryt";"Li";"PerytLi2";1.10306;1.10356;1.10406;729591071;729660451;729729831;116372257;116383323.5;116394390;613218814;613277127.5;613335441;98.3564;99.02305;99.6897;0.22375;0.22375;0.22375;"#CA0020";"1.Li"
"Msurm";"Li";"MsurmLi5";1.10541;1.10607;1.10673;512044591;512087965;512131339;69398429;69404307.5;69410186;442646163;442683658;442721153;98.7294;99.2523;99.7752;0.316067;0.316067;0.316067;"#CA0020";"1.Li"
"Lmorm";"Ga";"LmormGa2";0.55638;0.5567065;0.557033;708715803;708754053;708792303;88912761;88917559.5;88922358;619803042;619836493;619869944;98.67;99.17975;99.6895;0.237521;0.237521;0.237521;"#0571B0";"4.Ga"
"Dpunt";"Ga";"DpuntGa5";0.513084;0.514195;0.515306;789762440;789858745;789955050;144287391;144304985.5;144322580;645475049;645553759.5;645632470;98.3142;99.07095;99.8277;0.275515;0.275515;0.275515;"#0571B0";"4.Ga"
"Cgale";"Ga";"CgaleGa1";0.593434;0.594573;0.595712;706361283;706440272;706519261;121435971;121449551;121463131;584925311;584990721;585056131;98.4533;99.1152;99.7771;0.284874;0.284874;0.284874;"#0571B0";"4.Ga"
"Ssard";"Li";"SsardLi1";0.919029;0.919539;0.920049;698825353;698890939.5;698956526;102861422;102871076;102880730;595963931;596019863.5;596075796;98.7001;99.24325;99.7864;0.226283;0.226283;0.226283;"#CA0020";"1.Li"
"Dpunt";"Li";"DpuntLi5";0.536501;0.5372495;0.537998;785211705;785291623;785371541;139291403;139305580;139319757;645920302;645986043;646051784;98.3459;99.0981;99.8503;0.211997;0.211997;0.211997;"#CA0020";"1.Li"
"Scabr";"Fa";"ScabrFa5";1.16435;1.165255;1.16616;645406394;645483939;645561484;86175361;86185714.5;86196068;559231033;559298224;559365415;98.1494;98.6083;99.0672;0.227762;0.227762;0.227762;"#92C5DE";"3.Fa"
"Scabr";"Li";"ScabrLi4";1.26091;1.26247;1.26403;645250237;645455212.5;645660188;100368000;100399884;100431768;544882237;545055328.5;545228420;97.9103;98.3469;98.7835;0.20779;0.20779;0.20779;"#CA0020";"1.Li"
"Peryt";"Ga";"PerytGa3";1.1003;1.100905;1.10151;730336511;730413229.5;730489948;117426105;117438440;117450775;612910406;612974789.5;613039173;98.4711;99.15065;99.8302;0.27333;0.27333;0.27333;"#0571B0";"4.Ga"
"Dlabr";"Mu";"DlabrMu3";0.332015;0.332756;0.333497;681877285;681934090.5;681990896;100306112;100314468;100322824;581571174;581619623;581668072;98.586;99.13745;99.6889;0.222508;0.222508;0.222508;"#F4A582";"2.Mu"
"Dlabr";"Fa";"DlabrFa3";0.405252;0.4056315;0.406011;673294161;673332643;673371125;90434235;90439404;90444573;582859926;582893239.5;582926553;98.6683;99.23115;99.794;0.212462;0.212462;0.212462;"#92C5DE";"3.Fa"
"Peryt";"Mu";"PerytMu2";1.11651;1.11717;1.11783;730310608;730399738.5;730488869;120080502;120095157;120109812;610230106;610304581.5;610379057;98.3994;99.04445;99.6895;0.214089;0.214089;0.214089;"#F4A582";"2.Mu"
"Lbude";"Fa";"LbudeFa5";0.221397;0.22168;0.221963;732821774;732850764;732879754;87787989;87791462;87794935;645033785;645059302;645084819;98.7556;99.3095;99.8634;0.190689;0.190689;0.190689;"#92C5DE";"3.Fa"
"Msurm";"Mu";"MsurmMu2";1.21327;1.215285;1.2173;514811439;514914941;515018443;75760104;75775335.5;75790567;439051335;439139605.5;439227876;98.9313;99.3454;99.7595;0.283791;0.283791;0.283791;"#F4A582";"2.Mu"
"Scabr";"Mu";"ScabrMu2";1.21859;1.219855;1.22112;645775284;645936726.5;646098169;90602322;90624972;90647622;555172962;555311754.5;555450547;97.9642;98.4066;98.849;0.227127;0.227127;0.227127;"#F4A582";"2.Mu"
"Scabr";"Ga";"ScabrGa1";1.03969;1.0407;1.04171;640737167;640836139;640935111;83365431;83378308;83391185;557371736;557457831;557543926;98.2652;98.7518;99.2384;0.400191;0.400191;0.400191;"#0571B0";"4.Ga"
"Dlabr";"Fa";"DlabrFa4";0.396;0.3963415;0.396683;671690167;671726132;671762097;88706291;88711041;88715791;582983876;583015091;583046306;98.6542;99.20255;99.7509;0.210256;0.210256;0.210256;"#92C5DE";"3.Fa"
"Ssard";"Mu";"SsardMu1";0.846748;0.8472575;0.847767;707827883;707890809;707953735;104170152;104179413;104188674;603657730;603711395.5;603765061;98.7163;99.27315;99.83;0.228022;0.228022;0.228022;"#F4A582";"2.Mu"
"Peryt";"Mu";"PerytMu1";1.11705;1.11776;1.11847;732270219;732371197;732472175;123992222;124009320.5;124026419;608277997;608361877;608445757;98.142;98.793;99.444;0.217557;0.217557;0.217557;"#F4A582";"2.Mu"
"Ssard";"Ga";"SsardGa1";0.952618;0.953187;0.953756;697256865;697327561;697398257;103247770;103258238.5;103268707;594009096;594069323;594129550;98.7274;99.2697;99.812;0.25831;0.25831;0.25831;"#0571B0";"4.Ga"
"Peryt";"Mu";"PerytMu3";1.08891;1.08949;1.09007;731170205;731248159.5;731326114;117652596;117665140;117677684;613517608;613583019.5;613648431;98.4309;99.09825;99.7656;0.226709;0.226709;0.226709;"#F4A582";"2.Mu"
"Lbude";"Li";"LbudeLi5";0.225099;0.2254615;0.225824;736897647;736930798.5;736963950;92537979;92542142.5;92546306;644359668;644388656.5;644417645;98.7516;99.299;99.8464;0.218435;0.218435;0.218435;"#CA0020";"1.Li"
"Msurm";"Fa";"MsurmFa1";1.09147;1.09233;1.09319;520825151;520907649;520990147;81009445;81022276.5;81035108;439815706;439885372;439955038;98.4977;98.9899;99.4821;0.29882;0.29882;0.29882;"#92C5DE";"3.Fa"
"Dlabr";"Ga";"DlabrGa6";0.37924;0.379656;0.380072;673927790;673968794;674009798;91269008;91274561;91280114;582658783;582694234;582729685;98.5678;99.1479;99.728;0.237984;0.237984;0.237984;"#0571B0";"4.Ga"
"Ssard";"Fa";"SsardFa2";0.917646;0.9182415;0.918837;700182741;700254168.5;700325596;103717909;103728489.5;103739070;596464832;596525679;596586526;98.6642;99.2351;99.806;0.251872;0.251872;0.251872;"#92C5DE";"3.Fa"
"Dlabr";"Mu";"DlabrMu1";0.295691;0.2962895;0.296888;679228299;679281373.5;679334448;97401833;97409444;97417055;581826465;581871929;581917393;98.4652;99.0278;99.5904;0.198436;0.198436;0.198436;"#F4A582";"2.Mu"
"Dpunt";"Li";"DpuntLi3";0.578517;0.5809805;0.583444;797118244;797308060.5;797497877;154733003;154769849.5;154806696;642385241;642538211;642691181;98.4228;99.145;99.8672;0.247398;0.247398;0.247398;"#CA0020";"1.Li"
"Peryt";"Mu";"PerytMu5";1.10812;1.108755;1.10939;731190753;731277830;731364907;120700743;120715117;120729491;610490011;610562713.5;610635416;98.4007;99.04605;99.6914;0.20317;0.20317;0.20317;"#F4A582";"2.Mu"
"Scabr";"Mu";"ScabrMu3";1.1725;1.17334;1.17418;647729229;647833157;647937085;84191926;84205434.5;84218943;563537303;563627722.5;563718142;98.203;98.65585;99.1087;0.196734;0.196734;0.196734;"#F4A582";"2.Mu"
"Msurm";"Mu";"MsurmMu4";1.16589;1.16708;1.16827;529669135;529768670;529868205;94777116;94794926.5;94812737;434892019;434973743.5;435055468;98.8429;99.24395;99.645;0.294914;0.294914;0.294914;"#F4A582";"2.Mu"
"Dlabr";"Fa";"DlabrFa6";0.390971;0.391308;0.391645;673460247;673495131.5;673530016;89796908;89801559;89806210;583663340;583693573;583723806;98.6332;99.2138;99.7944;0.227017;0.227017;0.227017;"#92C5DE";"3.Fa"
"Scabr";"Mu";"ScabrMu1";1.21912;1.22031;1.2215;647427712;647581584.5;647735457;93292604;93314776.5;93336949;554135109;554266808.5;554398508;98.0365;98.47125;98.906;0.182749;0.182749;0.182749;"#F4A582";"2.Mu"
"Ssard";"Mu";"SsardMu5";0.863624;0.8640955;0.864567;705482193;705543630.5;705605068;103006485;103015455.5;103024426;602475708;602528175;602580642;98.5581;99.11585;99.6736;0.24614;0.24614;0.24614;"#F4A582";"2.Mu"
"Scabr";"Mu";"ScabrMu4";1.17989;1.181045;1.1822;641346998;641444815;641542632;86096874;86110005.5;86123137;555250124;555334810;555419496;97.9087;98.34455;98.7804;0.200985;0.200985;0.200985;"#F4A582";"2.Mu"
"Dlabr";"Li";"DlabrLi3";0.370811;0.3713805;0.37195;673581590;673628840.5;673676091;92216809;92223278;92229747;581364781;581405562.5;581446344;98.7286;99.25215;99.7757;0.212946;0.212946;0.212946;"#CA0020";"1.Li"
"Msurm";"Mu";"MsurmMu1";1.1489;1.14945;1.15;508867566;508907981;508948396;67554543;67559908;67565273;441313023;441348073;441383123;98.8485;99.3385;99.8285;0.304925;0.304925;0.304925;"#F4A582";"2.Mu"
"Scabr";"Fa";"ScabrFa4";1.20448;1.20547;1.20646;641873430;641997304.5;642121179;82186620;82202481;82218342;559686810;559794823;559902836;98.2401;98.674;99.1079;0.214861;0.214861;0.214861;"#92C5DE";"3.Fa"
"Peryt";"Fa";"PerytFa2";1.10471;1.1053;1.10589;730615309;730697371;730779433;118929145;118942503;118955861;611686164;611754868;611823572;98.4236;99.0684;99.7132;0.209649;0.209649;0.209649;"#92C5DE";"3.Fa"
"Dlabr";"Li";"DlabrLi1";0.362238;0.3627435;0.363249;675345441;675388235.5;675431030;93042788;93048684;93054580;582302652;582339550.5;582376449;98.7173;99.2619;99.8065;0.211829;0.211829;0.211829;"#CA0020";"1.Li"
"Ssard";"Ga";"SsardGa4";0.789442;0.7899;0.790358;718555621;718613033.5;718670446;110057574;110066367.5;110075161;608498048;608546666.5;608595285;98.59;99.1794;99.7688;0.24502;0.24502;0.24502;"#0571B0";"4.Ga"
"Dlabr";"Fa";"DlabrFa5";0.436546;0.4370325;0.437519;670636212;670683493;670730774;90381696;90388068;90394440;580254516;580295425;580336334;98.6355;99.15455;99.6736;0.217535;0.217535;0.217535;"#92C5DE";"3.Fa"
"Peryt";"Ga";"PerytGa6";1.07421;1.07474;1.07527;731583872;731654020;731724168;110812771;110823396.5;110834022;620771101;620830624;620890147;98.4682;99.0601;99.652;0.239603;0.239603;0.239603;"#0571B0";"4.Ga"
"Lmorm";"Mu";"LmormMu5";0.556492;0.556837;0.557182;711552026;711591950.5;711631875;90128470;90133527.5;90138585;621423556;621458423.5;621493291;98.6388;99.1549;99.671;0.227564;0.227564;0.227564;"#F4A582";"2.Mu"
"Dpunt";"Fa";"DpuntFa3";0.461022;0.462209;0.463396;785375020;785463586.5;785552153;138690620;138706260;138721900;646684400;646757326.5;646830253;98.3263;99.0923;99.8583;0.261584;0.261584;0.261584;"#92C5DE";"3.Fa"
"Scabr";"Li";"ScabrLi6";1.24563;1.24703;1.24843;648416943;648600847;648784751;101052765;101081425.5;101110086;547364178;547519421.5;547674665;97.8908;98.34585;98.8009;0.164194;0.164194;0.164194;"#CA0020";"1.Li"
"Hgutt";"Ga";"HguttGa6";0.551425;0.5538425;0.55626;429286062;429353879.5;429421697;68000239;68010981.5;68021724;361285823;361342898;361399973;98.3744;98.9213;99.4682;0.674582;0.674582;0.674582;"#0571B0";"4.Ga"
"Lmorm";"Ga";"LmormGa1";0.541808;0.542173;0.542538;709684644;709725748;709766852;89068684;89073842.5;89079001;620615961;620651906;620687851;98.6907;99.2038;99.7169;0.239863;0.239863;0.239863;"#0571B0";"4.Ga"
"Scine";"Ga";"ScineGa1";0.461718;0.4622255;0.462733;586068812;586107689;586146566;79737164;79742453.5;79747743;506331648;506365235.5;506398823;98.582;99.15815;99.7343;0.318281;0.318281;0.318281;"#0571B0";"4.Ga"
"Ssard";"Li";"SsardLi3";0.890638;0.8911765;0.891715;699535783;699603204;699670625;99775526;99785142.5;99794759;599760256;599818061;599875866;98.5949;99.1584;99.7219;0.230907;0.230907;0.230907;"#CA0020";"1.Li"
"Dpunt";"Li";"DpuntLi2";0.556885;0.5586455;0.560406;792296867;792439399;792581931;150298095;150325133.5;150352172;641998772;642114265.5;642229759;98.4347;99.15805;99.8814;0.20418;0.20418;0.20418;"#CA0020";"1.Li"
"Scabr";"Ga";"ScabrGa2";1.18039;1.181225;1.18206;649673253;649778244;649883235;87181797;87195886;87209975;562491456;562582358;562673260;98.171;98.64075;99.1105;0.213981;0.213981;0.213981;"#0571B0";"4.Ga"
"Dpunt";"Fa";"DpuntFa5";0.504478;0.5053085;0.506139;784097474;784177352.5;784257231;136922466;136936414.5;136950363;647175008;647240937.5;647306867;98.331;99.0791;99.8272;0.245179;0.245179;0.245179;"#92C5DE";"3.Fa"
"Scine";"Ga";"ScineGa2";0.452502;0.452999;0.453496;586208984;586247598.5;586286213;79525737;79530976;79536215;506683246;506716622.5;506749999;98.5429;99.1232;99.7035;0.260838;0.260838;0.260838;"#0571B0";"4.Ga"
"Dpunt";"Fa";"DpuntFa2";0.50659;0.5078705;0.509151;785089852;785193010;785296168;139457028;139475352;139493676;645632824;645717658;645802492;98.3887;99.134;99.8793;0.234958;0.234958;0.234958;"#92C5DE";"3.Fa"
"Dlabr";"Mu";"DlabrMu4";0.355482;0.355843;0.356204;672451209;672486878.5;672522548;89213614;89218346;89223078;583237595;583268532.5;583299470;98.6424;99.23165;99.8209;0.221054;0.221054;0.221054;"#F4A582";"2.Mu"
"Lmorm";"Li";"LmormLi2";0.541007;0.541348;0.541689;712147885;712186533.5;712225182;90880923;90885855.5;90890788;621266962;621300678;621334394;98.7834;99.2831;99.7828;0.210325;0.210325;0.210325;"#CA0020";"1.Li"
"Cgale";"Ga";"CgaleGa4";0.610246;0.6121825;0.614119;704758343;704871942.5;704985542;121114435;121133957.5;121153480;583643908;583737985.5;583832063;98.4367;99.1137;99.7907;0.337572;0.337572;0.337572;"#0571B0";"4.Ga"
"Ssard";"Mu";"SsardMu4";0.835329;0.835788;0.836247;705135473;705193483;705251493;101654589;101662952;101671315;603480884;603530531.5;603580179;98.6018;99.18595;99.7701;0.23523;0.23523;0.23523;"#F4A582";"2.Mu"
"Dpunt";"Fa";"DpuntFa1";0.488843;0.4901395;0.491436;785645318;785747466.5;785849615;139832221;139850402;139868583;645813097;645897064.5;645981032;98.4169;99.1523;99.8877;0.219992;0.219992;0.219992;"#92C5DE";"3.Fa"
"Dlabr";"Fa";"DlabrFa1";0.401885;0.4023185;0.402752;670726241;670769022.5;670811804;89089439;89095121.5;89100804;581636802;581673901;581711000;98.646;99.1799;99.7138;0.210035;0.210035;0.210035;"#92C5DE";"3.Fa"
"Lmorm";"Fa";"LmormFa1";0.607911;0.6083005;0.60869;712323547;712366631.5;712409716;92421019;92426609;92432199;619902528;619940022.5;619977517;98.6852;99.21725;99.7493;0.236599;0.236599;0.236599;"#92C5DE";"3.Fa"
"Msurm";"Li";"MsurmLi6";1.15584;1.15649;1.15714;513551861;513613320;513674779;75161348;75170342.5;75179337;438390513;438442977.5;438495442;98.9125;99.3405;99.7685;0.282543;0.282543;0.282543;"#CA0020";"1.Li"
"Dlabr";"Li";"DlabrLi4";0.351573;0.3520245;0.352476;674309261;674350453;674391645;90522764;90528293.5;90533823;583786497;583822159.5;583857822;98.7435;99.3193;99.8951;0.203998;0.203998;0.203998;"#CA0020";"1.Li"
"Lmorm";"Fa";"LmormFa5";0.610774;0.611146;0.611518;711655605;711697151;711738697;91698260;91703613;91708966;619957345;619993538;620029731;98.7552;99.2851;99.815;0.212769;0.212769;0.212769;"#92C5DE";"3.Fa"
"Ssard";"Fa";"SsardFa4";0.885201;0.8857385;0.886276;699183381;699251241;699319101;100602352;100612116;100621880;598581028;598639124;598697220;98.5501;99.1165;99.6829;0.271428;0.271428;0.271428;"#92C5DE";"3.Fa"
